Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,WAZ_WHO,HAZ_WHO,WHZ_WHO,Flag_WHO,FLAG_HAZ,FLAG_WHZ,stunting_ch,wasting_ch,overweight_ch,CHWEIGHT
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,0,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,0,0,100,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,,,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-1.343,-0.855,-1.358,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Poorest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-2.847,2.224,-5.415,WHZ,No error,Error flag,0.0,,,1.1892693278125306
Total,2000,Urban,Central,Poorest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,100,0,100,,,-1.581,4.468,-4.624,,No error,No error,0.0,100.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-0.626,-0.868,-0.281,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-2.422,-3.154,-0.697,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-1.135,-0.677,-1.135,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.856,-0.881,-2.067,,No error,No error,0.0,100.0,0.0,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-1.177,-8.935,8.223,"HAZ, WHZ",Error flag,Error flag,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,0,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,"WAZ, HAZ, WHZ",Error flag,Error flag,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,0,100,100,100,0,0,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-9.743,-1.54,-14.28,"WAZ, WHZ",No error,Error flag,0.0,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-1.554,-0.586,-1.792,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-2.883,-3.044,-1.682,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,100,0,100,,,-1.137,11.97,-7.167,"HAZ, WHZ",Error flag,Error flag,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,100,0,100,,100.0,-1.489,2.044,-3.192,,No error,No error,0.0,100.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,,,,"WAZ, HAZ, WHZ",Error flag,Error flag,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.393,-2.31,-0.169,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,100,,,2.064,5.431,-0.354,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.48,2.019,-3.729,,No error,No error,0.0,100.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,0,0,0,,,-3.036,13.87,-9.272,"HAZ, WHZ",Error flag,Error flag,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,0,0,100,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,100,0,0,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,0,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
